ttr_score,hapax_ratio,zipf_alpha,lora_r,learning_rate,dropout,val_loss
0.123,0.303,1.057,8,1.5e-05,0.223,4.0
0.24,0.551,1.402,32,0.000429,0.148,1.3758
0.575,0.571,1.696,16,0.00045,0.239,1.2991
0.545,0.238,1.03,4,0.000106,0.136,2.6179
0.328,0.684,1.236,8,0.00014,0.013,2.0437
0.41,0.151,1.888,64,1.8e-05,0.258,4.0
0.239,0.141,1.13,64,3.6e-05,0.22,4.0
0.194,0.457,1.051,16,1.7e-05,0.052,4.0
0.332,0.534,1.581,16,2.7e-05,0.102,4.0
0.277,0.677,1.946,16,6.2e-05,0.019,2.8814
0.392,0.343,1.835,16,0.000231,0.144,1.2686
0.139,0.115,1.975,64,0.000286,0.137,1.3413
0.587,0.462,1.754,64,7.7e-05,0.054,1.9315
0.593,0.274,1.437,16,3.9e-05,0.056,1.3841
0.449,0.36,1.947,64,0.000416,0.073,2.098
0.368,0.393,1.427,16,7.5e-05,0.213,1.161
0.255,0.139,1.35,8,0.000132,0.098,1.0758
0.507,0.392,1.448,16,3.4e-05,0.174,1.3418
0.442,0.356,1.814,16,1.4e-05,0.072,4.0
0.181,0.528,1.918,8,2.1e-05,0.258,4.0
0.555,0.487,1.358,4,0.000267,0.208,1.9071
0.511,0.211,1.462,32,3.6e-05,0.296,1.4631
0.575,0.224,1.898,16,1.8e-05,0.26,2.0737
0.463,0.251,1.047,8,0.000192,0.04,2.214
0.407,0.207,1.784,8,9e-05,0.212,0.9946
0.309,0.494,1.454,64,1.1e-05,0.086,4.0
0.566,0.697,1.377,16,0.000959,0.178,2.3568
0.533,0.491,1.447,8,5.8e-05,0.194,1.3747
0.123,0.464,1.419,4,0.000204,0.226,1.0884
0.113,0.346,1.757,4,0.000927,0.153,1.3717
0.288,0.288,1.928,32,0.000186,0.112,0.9248
0.505,0.647,1.491,64,4.2e-05,0.284,1.2676
0.594,0.681,1.833,64,9.5e-05,0.101,2.1898
0.175,0.398,1.732,64,1.6e-05,0.088,4.0
0.397,0.274,1.331,16,2.2e-05,0.094,4.0
0.29,0.562,1.587,4,4.2e-05,0.247,4.0
0.585,0.179,1.667,16,1.5e-05,0.19,2.6334
0.521,0.559,1.023,8,1.7e-05,0.055,4.0
0.519,0.591,1.396,32,0.000478,0.059,1.7336
0.334,0.175,1.993,32,3.2e-05,0.034,4.0
0.307,0.686,1.637,16,4.4e-05,0.126,3.6631
0.237,0.691,1.334,32,2.2e-05,0.143,4.0
0.128,0.662,1.25,16,6.4e-05,0.105,4.0
0.532,0.398,1.209,64,0.000249,0.118,1.7945
0.506,0.248,1.402,8,0.000777,0.183,1.6211
0.6,0.449,1.193,64,0.00012,0.164,1.8295
0.598,0.352,1.135,32,4e-05,0.132,1.3408
0.378,0.224,1.364,8,0.000105,0.149,1.155
0.484,0.354,1.607,4,1.8e-05,0.238,4.0
0.572,0.498,1.146,16,0.000226,0.155,2.0405
0.525,0.143,1.044,8,4.5e-05,0.287,2.0566
0.224,0.3,1.035,16,0.000776,0.166,1.777
0.325,0.111,1.267,8,0.000208,0.098,1.386
0.165,0.55,1.19,32,9e-05,0.283,3.2371
0.577,0.484,1.539,64,2.9e-05,0.029,1.7618
0.403,0.138,1.456,32,1.5e-05,0.262,4.0
0.214,0.679,1.325,4,2.4e-05,0.037,4.0
0.436,0.114,1.834,32,0.000138,0.193,1.4946
0.409,0.454,1.505,8,0.000109,0.267,1.326
0.279,0.566,1.092,4,1e-05,0.032,4.0
0.157,0.573,1.296,8,0.000308,0.3,1.0762
0.436,0.121,1.973,64,1.2e-05,0.145,4.0
0.36,0.644,1.977,16,1.4e-05,0.147,4.0
0.486,0.651,1.255,64,0.000265,0.103,2.0564
0.36,0.437,1.167,64,0.000196,0.119,1.3502
0.526,0.389,1.496,64,2.7e-05,0.137,1.736
0.376,0.127,1.481,8,0.000212,0.054,1.6448
0.38,0.437,1.41,16,1.1e-05,0.146,4.0
0.538,0.346,1.529,8,3.6e-05,0.179,1.301
0.302,0.564,1.232,4,0.00033,0.008,2.3169
0.167,0.342,1.115,8,8.9e-05,0.223,3.4315
0.114,0.51,1.57,64,0.000514,0.168,1.1637
0.478,0.161,1.933,32,1.9e-05,0.033,4.0
0.41,0.18,1.138,32,0.000531,0.253,2.1074
0.452,0.184,1.705,8,9.4e-05,0.149,1.1232
0.206,0.127,1.438,64,1.6e-05,0.128,4.0
0.168,0.425,1.294,64,1.2e-05,0.115,4.0
0.107,0.576,1.853,32,1e-05,0.235,4.0
0.275,0.466,1.456,16,0.000188,0.024,1.4632
0.395,0.445,1.583,16,2.8e-05,0.212,3.9691
0.296,0.508,1.443,64,2e-05,0.191,4.0
0.319,0.304,1.081,4,0.00016,0.127,1.5775
0.552,0.317,1.595,4,6.6e-05,0.285,1.7975
0.274,0.289,1.419,4,7.9e-05,0.165,1.7617
0.357,0.527,1.087,4,1.9e-05,0.179,4.0
0.492,0.197,1.596,4,3.2e-05,0.229,1.8229
0.298,0.108,1.01,32,1.6e-05,0.188,4.0
0.411,0.458,1.209,64,4.7e-05,0.253,1.4677
0.531,0.665,1.781,8,4.1e-05,0.069,1.4051
0.575,0.466,1.038,32,0.000359,0.236,1.8379
0.174,0.57,1.647,32,0.000941,0.019,1.9058
0.563,0.504,1.95,64,0.000996,0.205,2.546
0.346,0.398,1.171,16,5.9e-05,0.296,1.9768
0.229,0.531,1.417,32,0.000386,0.206,1.1876
0.33,0.594,1.575,32,3.6e-05,0.099,4.0
0.59,0.235,1.45,8,1.9e-05,0.152,1.9515
0.346,0.302,1.62,4,0.000191,0.298,1.7277
0.264,0.234,1.404,32,9e-05,0.144,1.1947
0.417,0.371,1.149,4,0.000154,0.236,1.7655
0.22,0.631,1.089,64,5.4e-05,0.055,4.0
0.138,0.307,1.744,32,4e-05,0.252,4.0
0.164,0.325,1.239,8,0.000717,0.053,1.7274
0.164,0.616,1.847,8,0.000585,0.298,1.1719
0.176,0.409,1.743,64,1.8e-05,0.032,4.0
0.169,0.421,1.049,4,0.000202,0.114,1.6499
0.42,0.616,1.201,16,5.2e-05,0.211,1.3951
0.191,0.394,1.292,64,0.000136,0.224,1.3097
0.273,0.509,1.594,16,2.6e-05,0.092,4.0
0.548,0.151,1.81,8,0.00028,0.179,1.6788
0.337,0.207,1.06,8,4.2e-05,0.026,3.4984
0.434,0.343,1.25,32,0.000238,0.011,2.0405
0.186,0.397,1.376,8,1.9e-05,0.041,4.0
0.196,0.679,1.183,4,1.9e-05,0.119,4.0
0.12,0.682,1.545,8,5e-05,0.147,4.0
0.184,0.611,1.478,32,0.000987,0.03,1.8689
0.239,0.289,1.316,64,0.000527,0.132,1.6174
0.189,0.678,1.517,32,0.000174,0.273,0.5792
0.144,0.514,1.356,64,4.1e-05,0.178,4.0
0.16,0.336,1.343,32,2.1e-05,0.092,4.0
0.33,0.521,1.265,8,0.000307,0.056,2.0456
0.203,0.11,1.54,16,2.6e-05,0.154,4.0
0.282,0.188,1.444,4,6.7e-05,0.072,2.2379
0.352,0.598,1.196,16,0.000114,0.283,1.2138
0.445,0.487,1.013,4,1.5e-05,0.098,4.0
0.12,0.319,1.151,8,0.000362,0.014,1.2513
0.5,0.4,1.043,32,0.000763,0.235,1.7218
0.414,0.643,1.432,32,2e-05,0.237,4.0
0.141,0.479,1.225,64,0.000543,0.267,1.2516
0.537,0.339,1.42,16,9.3e-05,0.246,1.8444
0.56,0.172,1.329,4,1.9e-05,0.089,2.2944
0.131,0.276,1.538,32,0.000164,0.229,1.1428
0.238,0.687,1.724,8,0.000725,0.257,1.5261
0.503,0.362,1.479,32,0.000822,0.254,1.3918
0.474,0.383,1.062,64,0.000275,0.136,1.6291
0.192,0.399,1.018,32,9.7e-05,0.211,2.3863
0.205,0.63,1.213,8,2.4e-05,0.279,4.0
0.285,0.462,1.425,32,0.000158,0.188,0.751
0.342,0.516,1.045,4,0.000169,0.096,2.1378
0.409,0.334,1.328,4,1.7e-05,0.024,4.0
0.284,0.117,1.887,32,3.2e-05,0.034,4.0
0.331,0.659,1.09,8,4.1e-05,0.144,3.7848
0.474,0.669,1.949,8,0.000524,0.181,1.2937
0.118,0.669,1.857,32,0.000147,0.054,2.2344
0.226,0.666,1.832,8,3.1e-05,0.056,4.0
0.457,0.589,1.864,4,4.2e-05,0.035,1.6236
0.548,0.511,1.08,4,2e-05,0.096,2.8656
0.356,0.607,1.151,4,1.2e-05,0.174,4.0
0.366,0.46,1.134,64,0.000105,0.206,0.9379
0.154,0.181,1.111,16,1.2e-05,0.273,4.0
0.324,0.335,1.328,4,0.000964,0.179,1.6116
0.366,0.683,1.83,32,0.00035,0.069,2.0667
0.221,0.311,1.252,64,0.00036,0.218,1.3458
0.235,0.621,1.244,32,0.000323,0.268,1.2437
0.289,0.156,1.676,8,0.000192,0.063,1.0622
0.11,0.301,1.097,16,1.4e-05,0.232,4.0
0.261,0.311,1.36,64,8.2e-05,0.242,1.8821
0.206,0.131,1.295,8,3.6e-05,0.092,4.0
0.264,0.171,1.847,8,3.9e-05,0.15,4.0
0.16,0.216,1.515,4,5.5e-05,0.125,4.0
0.545,0.603,1.646,32,4.4e-05,0.075,1.1426
0.397,0.138,1.129,8,0.000211,0.155,1.8142
0.44,0.279,1.929,8,1e-05,0.262,4.0
0.495,0.106,1.322,8,5.4e-05,0.021,1.319
0.349,0.517,1.707,16,0.000774,0.273,1.4198
0.143,0.472,1.955,64,3.3e-05,0.017,4.0
0.369,0.487,1.509,4,0.000175,0.134,1.5129
0.393,0.325,1.508,64,0.000132,0.008,1.6979
0.473,0.225,1.117,8,9.5e-05,0.217,1.5954
0.316,0.532,1.39,16,1.8e-05,0.034,4.0
0.164,0.587,1.852,8,0.00047,0.251,0.9942
0.242,0.183,1.135,32,0.000136,0.269,1.5164
0.282,0.392,1.918,64,0.000119,0.121,1.1514
0.423,0.249,1.667,4,0.000791,0.296,1.914
0.385,0.201,1.421,16,1.5e-05,0.119,4.0
0.278,0.541,1.546,64,9.6e-05,0.137,1.3203
0.593,0.423,1.15,8,0.000258,0.126,1.9659
0.403,0.23,1.217,4,0.000393,0.163,1.8287
0.219,0.286,1.286,16,1e-05,0.276,4.0
0.151,0.68,1.385,8,0.000231,0.032,1.6753
0.176,0.609,1.916,8,0.000815,0.118,1.4406
0.223,0.628,1.368,64,0.000289,0.107,1.4042
0.18,0.376,1.524,8,6.9e-05,0.03,4.0
0.193,0.474,1.162,8,0.000565,0.233,1.586
0.243,0.326,1.736,16,0.000572,0.042,1.5096
0.187,0.147,1.56,8,0.000238,0.014,1.0547
0.548,0.341,1.44,32,0.000215,0.292,1.9613
0.14,0.456,1.947,32,4.9e-05,0.209,4.0
0.362,0.272,1.891,4,3.1e-05,0.219,4.0
0.305,0.609,1.66,32,0.000182,0.173,0.8635
0.591,0.191,1.922,32,1e-05,0.051,4.0
0.156,0.32,1.565,64,0.000485,0.16,1.3046
0.299,0.175,1.827,32,0.000639,0.233,1.7766
0.585,0.343,1.409,8,2.1e-05,0.213,1.8477
0.533,0.124,1.087,64,0.00014,0.193,1.8485
0.509,0.264,1.994,32,2.3e-05,0.025,2.4317
0.229,0.34,1.166,8,9.8e-05,0.194,1.6936
0.185,0.387,1.252,4,0.000189,0.02,1.2493
0.434,0.426,1.163,64,6e-05,0.275,1.1235
0.565,0.265,1.337,8,0.000616,0.256,1.8815
0.378,0.414,1.289,64,0.000606,0.007,2.0774
0.386,0.405,1.601,4,0.000115,0.064,1.3426
0.24,0.29,1.996,4,0.000145,0.171,0.5898
0.485,0.598,1.053,64,1e-05,0.013,4.0
0.194,0.427,1.778,8,4.7e-05,0.273,4.0
0.262,0.299,1.128,16,0.000332,0.27,1.7684
0.313,0.668,1.02,64,0.000973,0.051,1.9213
0.354,0.607,1.639,16,0.000777,0.276,1.3758
0.221,0.69,1.873,8,1.5e-05,0.211,4.0
0.157,0.515,1.176,32,6.8e-05,0.139,4.0
0.405,0.327,1.342,64,1.3e-05,0.138,4.0
0.244,0.269,1.169,4,0.000473,0.094,1.7739
0.391,0.498,1.907,32,0.000288,0.176,1.6379
0.177,0.688,1.27,8,0.000697,0.181,1.7229
0.341,0.476,1.445,4,0.000101,0.051,1.4199
0.366,0.629,1.895,64,1.6e-05,0.145,4.0
0.126,0.297,1.553,8,0.000147,0.033,1.899
0.268,0.344,1.933,64,0.000542,0.232,1.9185
0.167,0.644,1.926,32,1.3e-05,0.239,4.0
0.132,0.554,1.462,64,0.000426,0.257,1.1145
0.595,0.689,1.582,4,0.000177,0.014,2.8624
0.261,0.565,1.23,64,1.8e-05,0.2,4.0
0.505,0.369,1.991,32,0.000208,0.263,1.9434
0.227,0.419,1.278,32,1.3e-05,0.101,4.0
0.441,0.64,1.783,4,2.2e-05,0.238,4.0
0.48,0.431,1.313,16,1.3e-05,0.002,4.0
0.398,0.253,1.313,16,0.000147,0.2,1.4893
0.336,0.361,1.104,64,3.8e-05,0.072,3.731
0.306,0.41,1.56,32,3.8e-05,0.023,4.0
0.274,0.158,1.245,8,0.000196,0.15,1.1878
0.565,0.546,1.148,8,1.7e-05,0.11,2.8078
0.515,0.166,1.227,32,0.000185,0.179,1.9211
0.583,0.343,1.251,8,0.000249,0.257,2.06
0.162,0.583,1.504,4,0.000519,0.118,1.6039
0.465,0.381,1.386,64,0.00022,0.278,2.0871
0.569,0.605,1.075,32,0.000203,0.081,2.3788
0.191,0.305,1.536,64,0.000206,0.233,1.1352
0.133,0.675,1.788,4,1.2e-05,0.192,4.0
0.471,0.226,1.574,8,7.6e-05,0.155,1.2229
0.387,0.123,1.975,32,0.000127,0.135,1.1875
0.521,0.623,1.099,4,0.000214,0.274,2.3502
0.17,0.551,1.821,4,3.8e-05,0.195,4.0
0.498,0.239,1.506,64,0.000227,0.108,1.9341
0.201,0.691,1.522,32,6.2e-05,0.166,4.0
0.182,0.401,1.519,64,0.00027,0.165,1.0866
0.182,0.671,1.325,64,2.3e-05,0.263,4.0
0.507,0.403,1.325,4,4.1e-05,0.012,1.6889
0.433,0.383,1.632,64,0.000793,0.132,1.4894
0.362,0.369,1.045,8,0.000328,0.153,2.034
0.279,0.301,1.589,8,0.000627,0.046,1.8545
0.539,0.42,1.725,4,2.5e-05,0.0,2.1114
0.296,0.372,1.356,64,0.000769,0.001,2.0718
0.508,0.122,1.217,8,0.000308,0.295,2.5436
0.32,0.256,1.213,16,0.000152,0.023,1.358
0.288,0.228,1.082,16,1.1e-05,0.027,4.0
0.331,0.62,1.09,64,1.3e-05,0.037,4.0
0.251,0.459,1.167,4,0.000351,0.297,1.7901
0.474,0.558,1.019,8,0.000218,0.223,2.2657
0.351,0.674,1.266,32,2.7e-05,0.123,4.0
0.216,0.486,1.306,32,7.6e-05,0.296,2.8714
0.55,0.69,1.995,8,0.000205,0.168,1.6174
0.292,0.287,1.992,64,1.1e-05,0.242,4.0
0.372,0.212,1.187,16,0.000226,0.023,1.8385
0.553,0.342,1.213,16,6.4e-05,0.282,1.7666
0.412,0.382,1.492,8,1.5e-05,0.286,4.0
0.158,0.637,1.149,16,2.1e-05,0.259,4.0
0.57,0.436,1.504,8,7.1e-05,0.048,1.8807
0.414,0.275,1.399,4,0.000179,0.001,1.9257
0.267,0.546,1.325,16,4.9e-05,0.27,4.0
0.17,0.403,1.823,64,1.7e-05,0.092,4.0
0.497,0.197,1.828,16,0.000449,0.109,1.2449
0.41,0.446,1.988,8,0.0001,0.141,0.6959
0.367,0.647,1.223,32,3.7e-05,0.095,3.3532
0.547,0.606,1.888,16,0.000233,0.178,1.4976
0.494,0.452,1.538,8,4.7e-05,0.121,1.2115
0.176,0.326,1.591,16,5.3e-05,0.22,4.0
0.256,0.152,1.896,16,3.6e-05,0.01,4.0
0.224,0.382,1.943,16,5.3e-05,0.062,4.0
0.472,0.551,1.727,32,3.3e-05,0.274,1.4765
0.117,0.316,1.348,8,0.000922,0.014,1.8675
0.385,0.241,1.49,4,3.3e-05,0.143,3.3963
0.481,0.659,1.615,64,0.000197,0.054,2.4576
0.538,0.593,1.829,32,2.4e-05,0.234,1.5596
0.271,0.483,1.658,64,0.00013,0.156,1.0445
0.511,0.182,1.365,64,0.000104,0.216,1.8611
0.155,0.187,1.418,4,0.000128,0.249,2.1685
0.523,0.162,1.05,16,5.2e-05,0.225,1.5657
0.164,0.47,1.924,4,0.000552,0.123,1.1255
0.299,0.169,1.088,64,3.9e-05,0.137,4.0
0.499,0.606,1.58,32,0.000553,0.197,1.227
0.175,0.696,1.872,64,6.5e-05,0.224,4.0
0.215,0.32,1.421,64,0.000202,0.112,1.0036
0.461,0.372,1.8,4,1e-05,0.233,4.0
0.46,0.527,1.804,8,7.6e-05,0.001,1.562
0.421,0.662,1.06,64,0.000199,0.274,1.4943
0.447,0.636,1.412,8,3.9e-05,0.179,1.7347
0.371,0.135,1.691,16,4.4e-05,0.17,1.9645
0.226,0.201,1.422,64,6.2e-05,0.168,3.9436
0.273,0.553,1.545,4,3.5e-05,0.012,4.0
0.191,0.513,1.594,16,0.000161,0.285,0.9756
0.554,0.18,1.151,32,1.3e-05,0.229,4.0
0.392,0.401,1.412,64,0.000459,0.215,1.9203
0.3,0.568,1.028,4,0.000832,0.21,2.4531
0.331,0.231,1.15,64,2.1e-05,0.163,4.0
0.574,0.623,1.512,4,2.8e-05,0.187,1.4052
0.177,0.132,1.574,4,0.00079,0.277,2.1942
0.393,0.569,1.146,8,2.1e-05,0.108,4.0
0.353,0.469,1.756,64,1.6e-05,0.179,4.0
0.406,0.289,1.373,4,0.000386,0.117,1.8662
0.109,0.533,1.921,4,0.000227,0.036,1.1023
0.536,0.569,1.388,16,0.000229,0.043,2.4386
0.566,0.66,1.15,64,2.8e-05,0.019,1.9921
0.383,0.321,1.758,16,5.6e-05,0.117,1.035
0.448,0.512,1.568,8,2.1e-05,0.105,4.0
0.561,0.462,1.387,8,2.1e-05,0.037,2.3391
0.454,0.415,1.356,4,9.8e-05,0.135,1.4212
0.176,0.634,1.151,4,0.000222,0.064,1.5435
0.388,0.102,1.341,4,4.4e-05,0.03,2.0187
0.403,0.269,1.029,64,8.9e-05,0.097,0.8401
0.312,0.423,1.502,64,5e-05,0.202,2.9234
0.468,0.207,1.897,32,0.000675,0.011,1.4968
0.567,0.645,1.795,4,0.000255,0.206,1.7183
0.563,0.489,1.029,16,0.000178,0.043,2.4281
0.325,0.387,1.881,32,0.000289,0.273,1.567
0.157,0.589,1.452,64,3.4e-05,0.029,4.0
0.592,0.371,1.191,64,0.000724,0.057,1.9481
0.519,0.435,1.752,4,2.5e-05,0.068,1.9982
0.162,0.102,1.323,16,1.9e-05,0.199,4.0
0.56,0.319,1.253,16,0.000649,0.243,1.9052
0.535,0.183,1.161,8,3.3e-05,0.159,1.4
0.359,0.514,1.487,4,0.000497,0.223,1.857
0.396,0.387,1.093,64,3.9e-05,0.266,2.1811
0.3,0.281,1.786,4,3.9e-05,0.183,4.0
0.127,0.381,1.471,4,0.000823,0.093,1.6421
0.268,0.226,1.447,8,0.000852,0.046,1.8135
0.501,0.655,1.002,8,0.000839,0.177,2.1109
0.102,0.132,1.818,32,1.9e-05,0.251,4.0
0.267,0.619,1.493,4,0.000139,0.057,1.5544
0.299,0.407,1.44,64,1.2e-05,0.3,4.0
0.369,0.471,1.761,8,0.000236,0.038,1.7326
0.56,0.282,1.063,32,0.00022,0.012,2.2551
0.273,0.68,1.367,32,0.000965,0.206,1.425
0.273,0.269,1.576,32,0.00057,0.11,1.3522
0.469,0.453,1.461,64,2.7e-05,0.201,2.4632
0.326,0.696,1.182,8,7.7e-05,0.054,1.9811
0.212,0.629,1.299,16,3.3e-05,0.056,4.0
0.326,0.422,1.3,64,1.2e-05,0.151,4.0
0.17,0.694,1.992,4,5.8e-05,0.284,4.0
0.188,0.521,1.326,16,1.6e-05,0.113,4.0
0.349,0.225,1.205,64,0.000339,0.022,1.7463
0.309,0.343,1.823,8,6e-05,0.221,1.8199
0.557,0.301,1.421,32,1.2e-05,0.277,4.0
0.281,0.306,1.444,64,3.5e-05,0.109,4.0
0.39,0.556,1.549,4,4.6e-05,0.137,1.9188
0.416,0.451,1.596,4,8.1e-05,0.285,1.2626
0.107,0.123,1.591,4,0.00023,0.224,1.3052
0.432,0.626,1.034,16,0.000377,0.201,1.9038
0.189,0.278,1.819,32,0.000937,0.039,1.5207
0.581,0.698,1.195,64,0.000511,0.174,1.5583
0.174,0.673,1.292,16,8.2e-05,0.258,3.579
0.307,0.664,1.173,64,1.6e-05,0.218,4.0
0.143,0.587,1.767,8,0.000213,0.035,1.2726
0.598,0.232,1.584,8,7e-05,0.201,1.7291
0.351,0.42,1.755,64,6.5e-05,0.241,1.3652
0.398,0.235,1.653,16,4.7e-05,0.114,1.3903
0.134,0.256,1.104,4,2.2e-05,0.226,4.0
0.475,0.467,1.301,16,1.5e-05,0.214,4.0
0.205,0.125,1.507,16,0.000434,0.1,1.3266
0.549,0.682,1.305,64,2.3e-05,0.223,1.8466
0.203,0.651,1.207,16,0.000251,0.192,1.1572
0.195,0.328,1.87,8,0.000284,0.094,0.7001
0.118,0.409,1.748,64,4.1e-05,0.161,4.0
0.336,0.38,1.345,64,0.00013,0.137,1.0779
0.382,0.629,1.765,64,0.000265,0.015,2.4792
0.133,0.513,1.628,16,1.9e-05,0.205,4.0
0.488,0.267,1.004,32,2.2e-05,0.041,3.259
0.327,0.368,1.38,4,0.000272,0.073,1.7064
0.362,0.357,1.29,4,3.6e-05,0.287,3.6771
0.32,0.676,1.218,8,1.6e-05,0.069,4.0
0.3,0.205,1.252,64,0.00011,0.118,0.9702
0.38,0.154,1.942,4,0.00041,0.288,1.9518
0.178,0.628,1.486,16,4.1e-05,0.225,4.0
0.191,0.638,1.848,16,3.3e-05,0.204,4.0
0.531,0.623,1.214,16,2.6e-05,0.246,1.7754
0.573,0.407,1.174,8,9e-05,0.018,2.1486
0.287,0.496,1.889,64,0.00014,0.266,1.0668
0.235,0.438,1.496,4,1.9e-05,0.076,4.0
0.422,0.142,1.895,64,0.000401,0.046,1.9522
0.304,0.458,1.063,64,0.000115,0.249,0.8279
0.113,0.108,1.916,16,0.000134,0.084,1.9122
0.178,0.295,1.415,4,1.7e-05,0.072,4.0
0.458,0.659,1.155,8,0.000176,0.237,1.8121
0.429,0.282,1.683,64,0.000227,0.017,1.9921
0.114,0.664,1.797,32,6.4e-05,0.023,4.0
0.211,0.25,1.047,16,0.000158,0.244,1.3041
0.216,0.289,1.987,32,2.9e-05,0.126,4.0
0.436,0.477,1.697,8,0.00019,0.254,1.6092
0.11,0.557,1.321,8,0.000116,0.237,3.222
0.152,0.401,1.151,8,0.000146,0.167,1.5285
0.5,0.629,1.393,8,3.2e-05,0.225,1.6396
0.189,0.124,1.221,4,0.000379,0.043,1.3052
0.426,0.653,1.494,32,0.000449,0.057,1.9621
0.219,0.218,1.782,16,1.6e-05,0.253,4.0
0.15,0.631,1.66,32,0.000544,0.102,1.2196
0.222,0.341,1.436,4,0.000356,0.001,1.6909
0.461,0.6,1.119,64,0.000128,0.286,1.4416
0.528,0.503,1.957,8,1.3e-05,0.214,4.0
0.515,0.206,1.27,64,0.000111,0.254,1.9257
0.299,0.651,1.278,8,8.7e-05,0.274,1.3012
0.434,0.247,1.646,16,2.8e-05,0.189,2.8158
0.202,0.246,1.771,8,0.000465,0.151,1.18
0.247,0.589,1.984,8,4.4e-05,0.045,4.0
0.548,0.164,1.969,64,0.000145,0.057,2.366
0.107,0.233,1.914,64,8e-05,0.135,4.0
0.143,0.402,1.435,64,0.000571,0.02,1.7203
0.204,0.598,1.167,4,0.0001,0.236,2.0235
0.113,0.188,1.584,8,3.6e-05,0.168,4.0
0.191,0.429,1.017,64,0.000278,0.278,0.9543
0.392,0.527,1.196,4,0.000343,0.187,1.8989
0.311,0.616,1.003,16,0.00074,0.292,1.8753
0.546,0.661,1.181,16,0.000311,0.084,2.3111
0.509,0.571,1.475,8,1.3e-05,0.105,4.0
0.271,0.492,1.393,64,0.000455,0.127,1.776
0.23,0.36,1.369,8,9.2e-05,0.089,1.9091
0.29,0.167,1.831,8,2e-05,0.239,4.0
0.395,0.526,1.675,8,0.000906,0.16,1.3959
0.234,0.696,1.936,4,0.0002,0.137,0.8303
0.412,0.542,1.445,8,0.000609,0.137,1.7987
0.305,0.11,1.272,16,2.3e-05,0.244,4.0
0.376,0.398,1.123,64,0.000357,0.072,1.8141
0.318,0.469,1.672,32,0.000156,0.096,0.8817
0.247,0.514,1.842,32,5.9e-05,0.279,3.3985
0.574,0.532,1.184,32,2.7e-05,0.119,1.4889
0.482,0.435,1.879,64,4.8e-05,0.299,1.3991
0.17,0.234,1.526,8,0.000117,0.131,1.9075
0.534,0.665,1.144,64,0.000292,0.127,1.8653
0.344,0.518,1.643,64,7.4e-05,0.178,1.231
0.547,0.242,1.52,4,6.1e-05,0.254,1.6998
0.5,0.293,1.028,64,1e-05,0.216,4.0
0.313,0.653,1.399,4,0.000792,0.228,1.752
0.111,0.632,1.785,16,0.000348,0.293,0.5121
0.234,0.343,1.555,4,0.000981,0.239,1.8256
0.371,0.123,1.282,32,0.000693,0.14,1.5898
0.417,0.129,1.929,4,0.000532,0.197,1.5002
0.229,0.27,1.238,16,1.3e-05,0.249,4.0
0.17,0.477,1.253,64,0.00017,0.051,1.2392
0.517,0.451,1.355,32,2.8e-05,0.104,1.5436
0.592,0.48,1.895,4,0.00058,0.181,1.3128
0.363,0.53,1.508,8,0.000436,0.114,1.9727
0.186,0.111,1.682,64,2.2e-05,0.016,4.0
0.236,0.163,1.976,32,0.000374,0.282,1.77
0.109,0.316,1.783,32,0.000942,0.162,1.259
0.557,0.193,1.173,4,5.2e-05,0.19,1.5261
0.159,0.145,1.788,64,5.4e-05,0.216,4.0
0.388,0.485,1.748,64,1.1e-05,0.011,4.0
0.237,0.589,1.233,8,0.000284,0.055,1.7291
0.377,0.552,1.325,8,0.000451,0.271,1.8909
0.426,0.59,1.71,32,1.2e-05,0.236,4.0
0.515,0.5,1.238,32,0.000777,0.02,1.965
0.203,0.541,1.208,16,1.4e-05,0.236,4.0
0.105,0.263,1.703,32,0.000137,0.27,2.3506
0.168,0.696,1.881,8,0.000716,0.05,1.8231
0.55,0.21,1.075,4,0.000719,0.019,2.2648
0.537,0.229,1.446,16,1.8e-05,0.259,3.167
0.399,0.273,1.607,32,0.000876,0.18,1.1265
0.4,0.685,1.676,8,3.5e-05,0.297,2.574
0.433,0.693,1.996,16,4.8e-05,0.212,0.9302
0.188,0.577,1.683,4,0.000224,0.153,0.9147
0.557,0.477,1.62,4,1.7e-05,0.074,2.9922
0.309,0.412,1.99,8,0.000117,0.21,0.6012
0.292,0.682,1.061,64,0.000429,0.023,2.2546
0.359,0.517,1.074,8,9.8e-05,0.125,1.3228
0.123,0.667,1.561,8,1.3e-05,0.104,4.0
0.183,0.29,1.359,8,0.000407,0.181,1.3678
0.469,0.3,1.097,64,3e-05,0.067,1.9037
0.141,0.613,1.306,32,0.000409,0.049,1.3605
0.402,0.19,1.674,32,0.000752,0.045,1.2803
0.223,0.668,1.881,4,0.000323,0.093,1.3142
0.295,0.404,1.094,32,1.2e-05,0.259,4.0
0.244,0.656,1.54,8,0.000208,0.119,1.3038
0.278,0.302,1.296,32,3.5e-05,0.267,4.0
0.46,0.53,1.667,64,2.5e-05,0.224,2.9907
0.249,0.39,1.549,32,0.000332,0.215,1.0721
0.383,0.476,1.927,8,3.8e-05,0.23,2.2284
0.338,0.403,1.038,32,1.9e-05,0.151,4.0
0.432,0.68,1.47,4,2.2e-05,0.081,4.0
0.568,0.515,1.193,32,0.000226,0.054,2.211
0.466,0.251,1.537,4,8.2e-05,0.149,1.2987
0.207,0.646,1.854,16,2.6e-05,0.113,4.0
